filename,width,height,xmin,ymin,xmax,ymax
/kaggle/input/annotated-potholes-dataset/annotated-images/img-122.jpg,720,720,260,288,476,430
/kaggle/input/annotated-potholes-dataset/annotated-images/img-123.jpg,720,720,459,267,641,436
/kaggle/input/annotated-potholes-dataset/annotated-images/img-124.jpg,720,720,169,32,269,80
/kaggle/input/annotated-potholes-dataset/annotated-images/img-125.jpg,720,720,293,302,461,410
/kaggle/input/annotated-potholes-dataset/annotated-images/img-126.jpg,720,720,226,284,461,416
/kaggle/input/annotated-potholes-dataset/annotated-images/img-127.jpg,720,720,357,306,537,398
/kaggle/input/annotated-potholes-dataset/annotated-images/img-128.jpg,720,720,269,203,437,399
/kaggle/input/annotated-potholes-dataset/annotated-images/img-129.jpg,720,720,248,285,351,374
/kaggle/input/annotated-potholes-dataset/annotated-images/img-13.jpg,720,720,160,288,396,433
/kaggle/input/annotated-potholes-dataset/annotated-images/img-130.jpg,720,720,295,270,426,340
/kaggle/input/annotated-potholes-dataset/annotated-images/img-131.jpg,720,720,271,383,374,471
/kaggle/input/annotated-potholes-dataset/annotated-images/img-132.jpg,720,720,97,222,584,434
/kaggle/input/annotated-potholes-dataset/annotated-images/img-133.jpg,720,720,305,287,436,348
/kaggle/input/annotated-potholes-dataset/annotated-images/img-134.jpg,720,720,290,274,422,399
/kaggle/input/annotated-potholes-dataset/annotated-images/img-135.jpg,720,720,149,293,520,489
/kaggle/input/annotated-potholes-dataset/annotated-images/img-136.jpg,720,720,290,261,400,390
/kaggle/input/annotated-potholes-dataset/annotated-images/img-137.jpg,720,720,299,279,461,421
/kaggle/input/annotated-potholes-dataset/annotated-images/img-138.jpg,720,720,324,312,438,368
/kaggle/input/annotated-potholes-dataset/annotated-images/img-139.jpg,720,720,278,260,429,397
/kaggle/input/annotated-potholes-dataset/annotated-images/img-14.jpg,720,720,144,246,636,524
/kaggle/input/annotated-potholes-dataset/annotated-images/img-140.jpg,720,720,304,342,505,489
/kaggle/input/annotated-potholes-dataset/annotated-images/img-141.jpg,720,720,400,444,504,523
/kaggle/input/annotated-potholes-dataset/annotated-images/img-142.jpg,720,720,181,299,538,397
/kaggle/input/annotated-potholes-dataset/annotated-images/img-143.jpg,720,720,275,318,441,426
/kaggle/input/annotated-potholes-dataset/annotated-images/img-144.jpg,720,720,259,354,429,464
/kaggle/input/annotated-potholes-dataset/annotated-images/img-145.jpg,720,720,288,320,435,411
/kaggle/input/annotated-potholes-dataset/annotated-images/img-146.jpg,720,720,153,253,439,421
/kaggle/input/annotated-potholes-dataset/annotated-images/img-147.jpg,720,720,312,299,410,418
/kaggle/input/annotated-potholes-dataset/annotated-images/img-148.jpg,720,720,254,246,385,383
/kaggle/input/annotated-potholes-dataset/annotated-images/img-149.jpg,720,720,195,233,506,351
/kaggle/input/annotated-potholes-dataset/annotated-images/img-15.jpg,720,720,249,322,462,433
/kaggle/input/annotated-potholes-dataset/annotated-images/img-150.jpg,720,720,216,279,559,400
/kaggle/input/annotated-potholes-dataset/annotated-images/img-151.jpg,720,720,269,269,483,409
/kaggle/input/annotated-potholes-dataset/annotated-images/img-152.jpg,720,720,261,262,343,306
/kaggle/input/annotated-potholes-dataset/annotated-images/img-153.jpg,720,720,297,297,425,387
/kaggle/input/annotated-potholes-dataset/annotated-images/img-154.jpg,720,720,94,242,539,642
/kaggle/input/annotated-potholes-dataset/annotated-images/img-155.jpg,720,720,420,248,583,378
/kaggle/input/annotated-potholes-dataset/annotated-images/img-156.jpg,720,720,204,255,452,425
/kaggle/input/annotated-potholes-dataset/annotated-images/img-157.jpg,720,720,243,260,437,379
/kaggle/input/annotated-potholes-dataset/annotated-images/img-158.jpg,720,720,297,292,462,409
/kaggle/input/annotated-potholes-dataset/annotated-images/img-159.jpg,720,720,304,304,437,407
/kaggle/input/annotated-potholes-dataset/annotated-images/img-16.jpg,720,720,258,279,452,460
/kaggle/input/annotated-potholes-dataset/annotated-images/img-160.jpg,720,720,491,1,683,165
/kaggle/input/annotated-potholes-dataset/annotated-images/img-161.jpg,720,720,281,289,420,383
/kaggle/input/annotated-potholes-dataset/annotated-images/img-162.jpg,720,720,221,246,480,386
/kaggle/input/annotated-potholes-dataset/annotated-images/img-163.jpg,720,720,257,282,517,487
/kaggle/input/annotated-potholes-dataset/annotated-images/img-164.jpg,720,720,220,286,489,424
/kaggle/input/annotated-potholes-dataset/annotated-images/img-165.jpg,720,720,225,311,486,446
/kaggle/input/annotated-potholes-dataset/annotated-images/img-166.jpg,720,720,250,274,468,426
/kaggle/input/annotated-potholes-dataset/annotated-images/img-167.jpg,720,720,279,263,470,407
/kaggle/input/annotated-potholes-dataset/annotated-images/img-168.jpg,720,720,242,262,475,358
/kaggle/input/annotated-potholes-dataset/annotated-images/img-169.jpg,720,720,154,259,465,418
/kaggle/input/annotated-potholes-dataset/annotated-images/img-17.jpg,720,720,124,313,416,507
/kaggle/input/annotated-potholes-dataset/annotated-images/img-170.jpg,720,720,330,243,429,291
/kaggle/input/annotated-potholes-dataset/annotated-images/img-171.jpg,720,720,244,191,485,347
/kaggle/input/annotated-potholes-dataset/annotated-images/img-172.jpg,720,720,208,69,384,143
/kaggle/input/annotated-potholes-dataset/annotated-images/img-173.jpg,720,720,226,251,488,359
/kaggle/input/annotated-potholes-dataset/annotated-images/img-174.jpg,720,720,259,371,533,504
/kaggle/input/annotated-potholes-dataset/annotated-images/img-175.jpg,720,720,178,230,405,438
/kaggle/input/annotated-potholes-dataset/annotated-images/img-176.jpg,720,720,257,283,454,401
/kaggle/input/annotated-potholes-dataset/annotated-images/img-177.jpg,720,720,255,248,444,366
/kaggle/input/annotated-potholes-dataset/annotated-images/img-178.jpg,720,720,261,315,453,417
/kaggle/input/annotated-potholes-dataset/annotated-images/img-179.jpg,720,720,295,249,457,468
/kaggle/input/annotated-potholes-dataset/annotated-images/img-18.jpg,720,720,269,215,405,301
/kaggle/input/annotated-potholes-dataset/annotated-images/img-180.jpg,720,720,218,279,507,421
/kaggle/input/annotated-potholes-dataset/annotated-images/img-181.jpg,720,720,291,333,466,455
/kaggle/input/annotated-potholes-dataset/annotated-images/img-182.jpg,720,720,285,287,443,442
/kaggle/input/annotated-potholes-dataset/annotated-images/img-183.jpg,720,720,175,224,489,466
/kaggle/input/annotated-potholes-dataset/annotated-images/img-184.jpg,720,720,23,24,52,34
/kaggle/input/annotated-potholes-dataset/annotated-images/img-185.jpg,720,720,261,269,483,476
/kaggle/input/annotated-potholes-dataset/annotated-images/img-186.jpg,720,720,122,316,412,453
/kaggle/input/annotated-potholes-dataset/annotated-images/img-187.jpg,720,720,233,282,472,420
/kaggle/input/annotated-potholes-dataset/annotated-images/img-188.jpg,720,720,266,227,410,329
/kaggle/input/annotated-potholes-dataset/annotated-images/img-189.jpg,720,720,261,278,468,412
/kaggle/input/annotated-potholes-dataset/annotated-images/img-19.jpg,720,720,270,227,417,339
/kaggle/input/annotated-potholes-dataset/annotated-images/img-190.jpg,720,720,161,253,472,443
/kaggle/input/annotated-potholes-dataset/annotated-images/img-191.jpg,720,720,271,335,467,494
/kaggle/input/annotated-potholes-dataset/annotated-images/img-192.jpg,720,720,276,294,415,397
/kaggle/input/annotated-potholes-dataset/annotated-images/img-193.jpg,720,720,272,347,361,400
/kaggle/input/annotated-potholes-dataset/annotated-images/img-194.jpg,720,720,261,290,469,419
/kaggle/input/annotated-potholes-dataset/annotated-images/img-195.jpg,720,720,117,147,276,219
/kaggle/input/annotated-potholes-dataset/annotated-images/img-196.jpg,720,720,274,301,490,416
/kaggle/input/annotated-potholes-dataset/annotated-images/img-197.jpg,720,720,338,346,485,443
/kaggle/input/annotated-potholes-dataset/annotated-images/img-198.jpg,720,720,194,224,349,277
/kaggle/input/annotated-potholes-dataset/annotated-images/img-199.jpg,720,720,245,312,427,552
/kaggle/input/annotated-potholes-dataset/annotated-images/img-2.jpg,720,720,307,234,458,325
/kaggle/input/annotated-potholes-dataset/annotated-images/img-20.jpg,720,720,231,248,345,313
/kaggle/input/annotated-potholes-dataset/annotated-images/img-200.jpg,720,720,202,358,288,403
/kaggle/input/annotated-potholes-dataset/annotated-images/img-201.jpg,720,720,218,224,588,516
/kaggle/input/annotated-potholes-dataset/annotated-images/img-202.jpg,720,720,292,374,372,451
/kaggle/input/annotated-potholes-dataset/annotated-images/img-203.jpg,720,720,185,296,425,403
/kaggle/input/annotated-potholes-dataset/annotated-images/img-204.jpg,720,720,190,175,358,315
/kaggle/input/annotated-potholes-dataset/annotated-images/img-205.jpg,720,720,274,166,715,384
/kaggle/input/annotated-potholes-dataset/annotated-images/img-206.jpg,720,720,216,291,487,464
/kaggle/input/annotated-potholes-dataset/annotated-images/img-207.jpg,720,720,183,269,554,503
/kaggle/input/annotated-potholes-dataset/annotated-images/img-208.jpg,720,720,287,158,446,294
/kaggle/input/annotated-potholes-dataset/annotated-images/img-209.jpg,720,720,297,206,507,399
/kaggle/input/annotated-potholes-dataset/annotated-images/img-21.jpg,720,720,244,262,504,534
/kaggle/input/annotated-potholes-dataset/annotated-images/img-210.jpg,720,720,194,123,518,455
/kaggle/input/annotated-potholes-dataset/annotated-images/img-211.jpg,720,720,234,262,532,438
/kaggle/input/annotated-potholes-dataset/annotated-images/img-212.jpg,720,720,283,256,484,442
/kaggle/input/annotated-potholes-dataset/annotated-images/img-213.jpg,720,720,244,238,472,440
/kaggle/input/annotated-potholes-dataset/annotated-images/img-214.jpg,720,720,256,298,402,415
/kaggle/input/annotated-potholes-dataset/annotated-images/img-215.jpg,720,720,213,202,371,373
/kaggle/input/annotated-potholes-dataset/annotated-images/img-216.jpg,720,720,300,284,483,375
/kaggle/input/annotated-potholes-dataset/annotated-images/img-217.jpg,720,720,354,380,449,483
/kaggle/input/annotated-potholes-dataset/annotated-images/img-218.jpg,720,720,264,264,422,435
/kaggle/input/annotated-potholes-dataset/annotated-images/img-219.jpg,720,720,192,253,494,391
/kaggle/input/annotated-potholes-dataset/annotated-images/img-22.jpg,720,720,257,348,422,602
/kaggle/input/annotated-potholes-dataset/annotated-images/img-220.jpg,720,720,193,249,463,423
/kaggle/input/annotated-potholes-dataset/annotated-images/img-221.jpg,720,720,257,315,387,401
/kaggle/input/annotated-potholes-dataset/annotated-images/img-222.jpg,720,720,254,223,445,498
/kaggle/input/annotated-potholes-dataset/annotated-images/img-223.jpg,720,720,327,315,436,428
/kaggle/input/annotated-potholes-dataset/annotated-images/img-224.jpg,720,720,257,300,463,471
/kaggle/input/annotated-potholes-dataset/annotated-images/img-225.jpg,720,720,86,125,124,145
/kaggle/input/annotated-potholes-dataset/annotated-images/img-226.jpg,720,720,190,325,437,491
/kaggle/input/annotated-potholes-dataset/annotated-images/img-227.jpg,720,720,205,205,472,333
/kaggle/input/annotated-potholes-dataset/annotated-images/img-228.jpg,720,720,265,266,495,464
/kaggle/input/annotated-potholes-dataset/annotated-images/img-229.jpg,720,720,279,268,399,338
/kaggle/input/annotated-potholes-dataset/annotated-images/img-23.jpg,720,720,175,183,607,332
/kaggle/input/annotated-potholes-dataset/annotated-images/img-230.jpg,720,720,251,320,475,441
/kaggle/input/annotated-potholes-dataset/annotated-images/img-231.jpg,720,720,245,219,483,390
/kaggle/input/annotated-potholes-dataset/annotated-images/img-232.jpg,720,720,317,160,410,236
/kaggle/input/annotated-potholes-dataset/annotated-images/img-233.jpg,720,720,270,250,470,402
/kaggle/input/annotated-potholes-dataset/annotated-images/img-234.jpg,720,720,298,323,410,403
/kaggle/input/annotated-potholes-dataset/annotated-images/img-235.jpg,720,720,228,197,503,464
/kaggle/input/annotated-potholes-dataset/annotated-images/img-236.jpg,720,720,247,231,410,350
/kaggle/input/annotated-potholes-dataset/annotated-images/img-237.jpg,720,720,251,191,509,397
/kaggle/input/annotated-potholes-dataset/annotated-images/img-238.jpg,720,720,203,311,480,435
/kaggle/input/annotated-potholes-dataset/annotated-images/img-239.jpg,720,720,232,272,455,404
/kaggle/input/annotated-potholes-dataset/annotated-images/img-24.jpg,720,720,284,313,418,421
/kaggle/input/annotated-potholes-dataset/annotated-images/img-240.jpg,720,720,281,243,456,457
/kaggle/input/annotated-potholes-dataset/annotated-images/img-241.jpg,720,720,207,108,304,166
/kaggle/input/annotated-potholes-dataset/annotated-images/img-242.jpg,720,720,214,317,487,474
/kaggle/input/annotated-potholes-dataset/annotated-images/img-243.jpg,720,720,242,339,462,409
/kaggle/input/annotated-potholes-dataset/annotated-images/img-244.jpg,720,720,240,307,465,492
/kaggle/input/annotated-potholes-dataset/annotated-images/img-245.jpg,720,720,246,295,409,411
/kaggle/input/annotated-potholes-dataset/annotated-images/img-246.jpg,720,720,188,273,437,414
/kaggle/input/annotated-potholes-dataset/annotated-images/img-247.jpg,720,720,261,275,449,397
/kaggle/input/annotated-potholes-dataset/annotated-images/img-248.jpg,720,720,125,247,475,421
/kaggle/input/annotated-potholes-dataset/annotated-images/img-249.jpg,720,720,222,292,475,479
/kaggle/input/annotated-potholes-dataset/annotated-images/img-25.jpg,720,720,215,257,597,481
/kaggle/input/annotated-potholes-dataset/annotated-images/img-250.jpg,720,720,129,274,619,481
/kaggle/input/annotated-potholes-dataset/annotated-images/img-251.jpg,720,720,213,291,577,523
/kaggle/input/annotated-potholes-dataset/annotated-images/img-252.jpg,720,720,119,165,311,251
/kaggle/input/annotated-potholes-dataset/annotated-images/img-253.jpg,720,720,241,303,600,397
/kaggle/input/annotated-potholes-dataset/annotated-images/img-254.jpg,720,720,221,270,470,414
/kaggle/input/annotated-potholes-dataset/annotated-images/img-255.jpg,720,720,282,312,419,368
/kaggle/input/annotated-potholes-dataset/annotated-images/img-256.jpg,720,720,223,387,382,577
/kaggle/input/annotated-potholes-dataset/annotated-images/img-257.jpg,720,720,261,310,415,505
/kaggle/input/annotated-potholes-dataset/annotated-images/img-258.jpg,720,720,260,306,465,411
/kaggle/input/annotated-potholes-dataset/annotated-images/img-259.jpg,720,720,249,243,464,413
/kaggle/input/annotated-potholes-dataset/annotated-images/img-26.jpg,720,720,288,296,434,411
/kaggle/input/annotated-potholes-dataset/annotated-images/img-260.jpg,720,720,197,272,449,378
/kaggle/input/annotated-potholes-dataset/annotated-images/img-261.jpg,720,720,213,251,483,409
/kaggle/input/annotated-potholes-dataset/annotated-images/img-262.jpg,720,720,276,263,377,349
/kaggle/input/annotated-potholes-dataset/annotated-images/img-263.jpg,720,720,228,241,444,362
/kaggle/input/annotated-potholes-dataset/annotated-images/img-264.jpg,720,720,211,186,497,372
/kaggle/input/annotated-potholes-dataset/annotated-images/img-265.jpg,720,720,38,354,112,417
/kaggle/input/annotated-potholes-dataset/annotated-images/img-266.jpg,720,720,228,263,465,421
/kaggle/input/annotated-potholes-dataset/annotated-images/img-267.jpg,720,720,264,281,378,356
/kaggle/input/annotated-potholes-dataset/annotated-images/img-268.jpg,720,720,258,195,494,414
/kaggle/input/annotated-potholes-dataset/annotated-images/img-269.jpg,720,720,278,323,386,435
/kaggle/input/annotated-potholes-dataset/annotated-images/img-27.jpg,720,720,305,325,398,408
/kaggle/input/annotated-potholes-dataset/annotated-images/img-270.jpg,720,720,273,282,420,375
/kaggle/input/annotated-potholes-dataset/annotated-images/img-271.jpg,720,720,168,239,531,403
/kaggle/input/annotated-potholes-dataset/annotated-images/img-272.jpg,720,720,264,265,470,382
/kaggle/input/annotated-potholes-dataset/annotated-images/img-273.jpg,720,720,294,326,446,390
/kaggle/input/annotated-potholes-dataset/annotated-images/img-274.jpg,720,720,353,240,475,298
/kaggle/input/annotated-potholes-dataset/annotated-images/img-275.jpg,720,720,235,279,548,446
/kaggle/input/annotated-potholes-dataset/annotated-images/img-276.jpg,720,720,266,307,485,483
/kaggle/input/annotated-potholes-dataset/annotated-images/img-277.jpg,720,720,263,294,405,374
/kaggle/input/annotated-potholes-dataset/annotated-images/img-278.jpg,720,720,407,140,498,251
/kaggle/input/annotated-potholes-dataset/annotated-images/img-279.jpg,720,720,302,291,441,417
/kaggle/input/annotated-potholes-dataset/annotated-images/img-28.jpg,720,720,288,260,451,393
/kaggle/input/annotated-potholes-dataset/annotated-images/img-280.jpg,720,720,243,280,449,438
/kaggle/input/annotated-potholes-dataset/annotated-images/img-281.jpg,720,720,158,235,575,392
/kaggle/input/annotated-potholes-dataset/annotated-images/img-282.jpg,720,720,256,224,412,360
/kaggle/input/annotated-potholes-dataset/annotated-images/img-283.jpg,720,720,215,269,427,422
/kaggle/input/annotated-potholes-dataset/annotated-images/img-284.jpg,720,720,256,258,456,425
/kaggle/input/annotated-potholes-dataset/annotated-images/img-285.jpg,720,720,242,268,456,473
/kaggle/input/annotated-potholes-dataset/annotated-images/img-286.jpg,400,300,143,159,234,205
/kaggle/input/annotated-potholes-dataset/annotated-images/img-287.jpg,401,300,15,90,353,282
/kaggle/input/annotated-potholes-dataset/annotated-images/img-288.jpg,533,300,217,27,283,67
/kaggle/input/annotated-potholes-dataset/annotated-images/img-289.jpg,300,442,91,275,198,391
/kaggle/input/annotated-potholes-dataset/annotated-images/img-29.jpg,720,720,302,270,456,385
/kaggle/input/annotated-potholes-dataset/annotated-images/img-290.jpg,533,300,1,154,533,300
/kaggle/input/annotated-potholes-dataset/annotated-images/img-291.jpg,536,300,66,188,389,300
/kaggle/input/annotated-potholes-dataset/annotated-images/img-292.jpg,300,444,5,138,164,239
/kaggle/input/annotated-potholes-dataset/annotated-images/img-293.jpg,400,300,161,135,264,185
/kaggle/input/annotated-potholes-dataset/annotated-images/img-294.jpg,534,300,351,252,430,292
/kaggle/input/annotated-potholes-dataset/annotated-images/img-295.jpg,533,300,67,110,465,268
/kaggle/input/annotated-potholes-dataset/annotated-images/img-296.jpg,544,300,15,19,510,300
/kaggle/input/annotated-potholes-dataset/annotated-images/img-297.jpg,533,300,271,122,309,141
/kaggle/input/annotated-potholes-dataset/annotated-images/img-298.jpg,449,300,104,83,221,127
/kaggle/input/annotated-potholes-dataset/annotated-images/img-299.jpg,453,300,201,37,317,121
/kaggle/input/annotated-potholes-dataset/annotated-images/img-3.jpg,720,720,273,264,497,468
/kaggle/input/annotated-potholes-dataset/annotated-images/img-30.jpg,720,720,266,252,456,483
/kaggle/input/annotated-potholes-dataset/annotated-images/img-300.jpg,300,300,22,144,252,186
/kaggle/input/annotated-potholes-dataset/annotated-images/img-301.jpg,534,300,245,177,393,248
/kaggle/input/annotated-potholes-dataset/annotated-images/img-302.jpg,400,300,32,90,259,262
/kaggle/input/annotated-potholes-dataset/annotated-images/img-303.jpg,456,300,246,115,441,159
/kaggle/input/annotated-potholes-dataset/annotated-images/img-304.jpg,503,300,264,57,503,198
/kaggle/input/annotated-potholes-dataset/annotated-images/img-305.jpg,574,300,236,138,288,173
/kaggle/input/annotated-potholes-dataset/annotated-images/img-306.jpg,533,300,85,112,322,271
/kaggle/input/annotated-potholes-dataset/annotated-images/img-307.jpg,571,300,197,8,428,273
/kaggle/input/annotated-potholes-dataset/annotated-images/img-308.jpg,400,300,190,151,283,201
/kaggle/input/annotated-potholes-dataset/annotated-images/img-309.jpg,533,300,1,58,529,207
/kaggle/input/annotated-potholes-dataset/annotated-images/img-31.jpg,720,720,229,280,439,411
/kaggle/input/annotated-potholes-dataset/annotated-images/img-310.jpg,451,300,144,138,252,163
/kaggle/input/annotated-potholes-dataset/annotated-images/img-311.jpg,450,300,104,94,440,300
/kaggle/input/annotated-potholes-dataset/annotated-images/img-312.jpg,533,300,8,118,497,246
/kaggle/input/annotated-potholes-dataset/annotated-images/img-313.jpg,400,300,49,130,88,143
/kaggle/input/annotated-potholes-dataset/annotated-images/img-314.jpg,450,300,111,60,275,263
/kaggle/input/annotated-potholes-dataset/annotated-images/img-315.jpg,450,300,155,175,329,258
/kaggle/input/annotated-potholes-dataset/annotated-images/img-316.jpg,458,300,38,97,267,252
/kaggle/input/annotated-potholes-dataset/annotated-images/img-317.jpg,450,300,143,96,305,186
/kaggle/input/annotated-potholes-dataset/annotated-images/img-318.jpg,489,300,127,195,412,285
/kaggle/input/annotated-potholes-dataset/annotated-images/img-319.jpg,300,369,71,136,236,212
/kaggle/input/annotated-potholes-dataset/annotated-images/img-32.jpg,720,720,110,147,253,234
/kaggle/input/annotated-potholes-dataset/annotated-images/img-320.jpg,688,300,34,103,644,230
/kaggle/input/annotated-potholes-dataset/annotated-images/img-321.jpg,300,300,1,112,254,252
/kaggle/input/annotated-potholes-dataset/annotated-images/img-322.jpg,453,300,16,73,440,230
/kaggle/input/annotated-potholes-dataset/annotated-images/img-323.jpg,426,300,163,149,286,185
/kaggle/input/annotated-potholes-dataset/annotated-images/img-324.jpg,450,300,210,148,397,280
/kaggle/input/annotated-potholes-dataset/annotated-images/img-325.jpg,533,300,92,128,135,149
/kaggle/input/annotated-potholes-dataset/annotated-images/img-326.jpg,442,300,95,51,300,201
/kaggle/input/annotated-potholes-dataset/annotated-images/img-327.jpg,600,300,21,118,138,158
/kaggle/input/annotated-potholes-dataset/annotated-images/img-328.jpg,418,300,207,216,256,234
/kaggle/input/annotated-potholes-dataset/annotated-images/img-329.jpg,667,300,313,243,338,253
/kaggle/input/annotated-potholes-dataset/annotated-images/img-33.jpg,720,720,255,258,433,358
/kaggle/input/annotated-potholes-dataset/annotated-images/img-330.jpg,300,400,25,182,246,386
/kaggle/input/annotated-potholes-dataset/annotated-images/img-331.jpg,366,300,188,214,283,275
/kaggle/input/annotated-potholes-dataset/annotated-images/img-332.jpg,480,300,119,201,358,247
/kaggle/input/annotated-potholes-dataset/annotated-images/img-333.jpg,451,300,1,179,26,195
/kaggle/input/annotated-potholes-dataset/annotated-images/img-334.jpg,536,300,104,39,260,99
/kaggle/input/annotated-potholes-dataset/annotated-images/img-335.jpg,400,300,270,86,377,141
/kaggle/input/annotated-potholes-dataset/annotated-images/img-336.jpg,300,403,144,98,212,129
/kaggle/input/annotated-potholes-dataset/annotated-images/img-337.jpg,482,300,153,92,346,178
/kaggle/input/annotated-potholes-dataset/annotated-images/img-338.jpg,400,300,62,74,370,257
/kaggle/input/annotated-potholes-dataset/annotated-images/img-339.jpg,553,300,249,101,273,115
/kaggle/input/annotated-potholes-dataset/annotated-images/img-34.jpg,720,720,99,244,611,570
/kaggle/input/annotated-potholes-dataset/annotated-images/img-340.jpg,450,300,7,74,217,137
/kaggle/input/annotated-potholes-dataset/annotated-images/img-341.jpg,453,300,35,204,240,300
/kaggle/input/annotated-potholes-dataset/annotated-images/img-342.jpg,450,300,1,143,375,300
/kaggle/input/annotated-potholes-dataset/annotated-images/img-343.jpg,540,300,1,139,540,300
/kaggle/input/annotated-potholes-dataset/annotated-images/img-344.jpg,449,300,244,65,333,83
/kaggle/input/annotated-potholes-dataset/annotated-images/img-345.jpg,514,300,98,198,418,237
/kaggle/input/annotated-potholes-dataset/annotated-images/img-346.jpg,345,300,74,103,295,300
/kaggle/input/annotated-potholes-dataset/annotated-images/img-347.jpg,400,300,114,80,283,178
/kaggle/input/annotated-potholes-dataset/annotated-images/img-348.jpg,362,300,5,21,299,300
/kaggle/input/annotated-potholes-dataset/annotated-images/img-349.jpg,452,300,336,114,381,137
/kaggle/input/annotated-potholes-dataset/annotated-images/img-35.jpg,720,720,273,275,423,354
/kaggle/input/annotated-potholes-dataset/annotated-images/img-350.jpg,452,300,80,121,146,135
/kaggle/input/annotated-potholes-dataset/annotated-images/img-351.jpg,533,300,1,101,468,300
/kaggle/input/annotated-potholes-dataset/annotated-images/img-352.jpg,400,300,81,133,355,299
/kaggle/input/annotated-potholes-dataset/annotated-images/img-353.jpg,400,300,199,163,235,185
/kaggle/input/annotated-potholes-dataset/annotated-images/img-354.jpg,400,300,108,198,170,219
/kaggle/input/annotated-potholes-dataset/annotated-images/img-355.jpg,300,400,135,186,182,221
/kaggle/input/annotated-potholes-dataset/annotated-images/img-356.jpg,533,300,85,216,226,287
/kaggle/input/annotated-potholes-dataset/annotated-images/img-357.jpg,453,300,100,126,350,213
/kaggle/input/annotated-potholes-dataset/annotated-images/img-358.jpg,400,300,4,137,90,187
/kaggle/input/annotated-potholes-dataset/annotated-images/img-359.jpg,450,300,17,88,146,121
/kaggle/input/annotated-potholes-dataset/annotated-images/img-36.jpg,720,720,258,335,417,506
/kaggle/input/annotated-potholes-dataset/annotated-images/img-360.jpg,300,442,121,273,219,347
/kaggle/input/annotated-potholes-dataset/annotated-images/img-361.jpg,533,300,246,58,493,238
/kaggle/input/annotated-potholes-dataset/annotated-images/img-362.jpg,480,300,169,239,285,268
/kaggle/input/annotated-potholes-dataset/annotated-images/img-363.jpg,300,400,65,122,229,299
/kaggle/input/annotated-potholes-dataset/annotated-images/img-364.jpg,451,300,104,196,328,300
/kaggle/input/annotated-potholes-dataset/annotated-images/img-365.jpg,571,300,426,119,487,135
/kaggle/input/annotated-potholes-dataset/annotated-images/img-366.jpg,462,300,9,123,387,247
/kaggle/input/annotated-potholes-dataset/annotated-images/img-367.jpg,449,300,150,81,258,210
/kaggle/input/annotated-potholes-dataset/annotated-images/img-368.jpg,533,300,106,198,147,225
/kaggle/input/annotated-potholes-dataset/annotated-images/img-369.jpg,533,300,1,50,471,300
/kaggle/input/annotated-potholes-dataset/annotated-images/img-37.jpg,720,720,180,323,396,425
/kaggle/input/annotated-potholes-dataset/annotated-images/img-370.jpg,695,300,164,209,345,289
/kaggle/input/annotated-potholes-dataset/annotated-images/img-371.jpg,600,300,356,52,447,138
